measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Peru,Both,65 to 69,All causes,Number,2009,9166.558450065973,9713.006998282626,8630.716155246839
Deaths,Peru,Male,70 to 74,All causes,Number,2009,6311.422662987035,6821.417079151099,5813.440876102956
Deaths,Peru,Female,70 to 74,All causes,Number,2009,5236.589197369944,5707.913379884588,4772.219764783184
Deaths,Peru,Both,70 to 74,All causes,Number,2009,11548.011860357004,12245.180357192361,10866.509068430682
Deaths,Peru,Male,75 to 79,All causes,Number,2009,7415.161736763797,7999.346447841562,6845.0023308411055
Deaths,Peru,Female,75 to 79,All causes,Number,2009,6490.844057645131,7061.523988142613,5927.255984085979
Deaths,Peru,Both,75 to 79,All causes,Number,2009,13906.005794408931,14726.20155627541,13101.437027974873
Deaths,Peru,Male,80 plus,All causes,Number,2009,18272.395601851364,19355.895874173657,17205.006317922605
Deaths,Peru,Female,80 plus,All causes,Number,2009,20101.373257761305,21430.373807112304,18781.7056301952
Deaths,Peru,Both,80 plus,All causes,Number,2009,38373.768859612625,40087.564869739545,36693.96066692114
Deaths,Peru,Male,All Ages,All causes,Number,2009,72535.67717981734,77450.41538891233,67714.81335329532
Deaths,Peru,Female,All Ages,All causes,Number,2009,61134.390691976136,65496.20267651747,56856.08895601749
Deaths,Peru,Both,All Ages,All causes,Number,2009,133670.0678717938,140166.455995204,127247.15649994952
Deaths,Peru,Male,5-14 years,All causes,Number,2009,1497.7614306755356,1596.334413144709,1406.8639804994157
Deaths,Peru,Female,5-14 years,All causes,Number,2009,1060.4177452592628,1130.6137793803018,1000.1836288251463
Deaths,Peru,Both,5-14 years,All causes,Number,2009,2558.1791759347975,2721.6861306045766,2415.0416647076063
Deaths,Peru,Male,15-49 years,All causes,Number,2009,14011.601181135406,15247.909028751792,12791.70198546042
Deaths,Peru,Female,15-49 years,All causes,Number,2009,8552.766438381108,9365.650684351138,7746.565855828698
Deaths,Peru,Both,15-49 years,All causes,Number,2009,22564.36761951652,24067.80631161486,21076.95427876627
Deaths,Peru,Male,50-69 years,All causes,Number,2009,16043.863399041458,17416.38522011501,14706.926122830859
Deaths,Peru,Female,50-69 years,All causes,Number,2009,13055.22138980792,14198.298912680968,11927.896296770346
Deaths,Peru,Both,50-69 years,All causes,Number,2009,29099.084788849337,30884.87670874843,27329.302316887795
Deaths,Peru,Male,70+ years,All causes,Number,2009,31998.98000160215,34181.457620562804,29864.204563947136
Deaths,Peru,Female,70+ years,All causes,Number,2009,31828.80651277639,34197.71325800657,29481.152756705684
Deaths,Peru,Both,70+ years,All causes,Number,2009,63827.78651437863,67033.03009803058,60678.447131420384
Deaths,Peru,Male,<1 year,All causes,Number,2009,7350.639204104995,8236.320941677865,6567.262722074979
Deaths,Peru,Female,<1 year,All causes,Number,2009,5274.594320954653,5908.308064412151,4689.56572196112
Deaths,Peru,Both,<1 year,All causes,Number,2009,12625.233525059675,14151.206322104963,11279.23943179478
Deaths,Peru,Male,80 to 84,All causes,Number,2009,7382.934296965545,7888.951979230118,6887.536554559319
Deaths,Peru,Female,80 to 84,All causes,Number,2009,7092.544255846951,7638.9898147182375,6550.020261996185
Deaths,Peru,Both,80 to 84,All causes,Number,2009,14475.478552812534,15214.03596437586,13746.482270357386
Deaths,Peru,Male,85 to 89,All causes,Number,2009,6009.327454821785,6360.38312555673,5661.411417968125
Deaths,Peru,Female,85 to 89,All causes,Number,2009,6481.4422838253295,6913.127847423407,6056.866386874964
Deaths,Peru,Both,85 to 89,All causes,Number,2009,12490.769738647095,13043.678432932507,11948.005890745435
Deaths,Peru,Male,90 to 94,All causes,Number,2009,3283.5253030567487,3439.3165274829817,3129.0593219936122
Deaths,Peru,Female,90 to 94,All causes,Number,2009,4317.0590579544905,4557.863855660701,4079.9920239316966
Deaths,Peru,Both,90 to 94,All causes,Number,2009,7600.584361011235,7886.266052768094,7322.100491121865
Deaths,Peru,Male,<20 years,All causes,Number,2009,11659.829707792684,12859.567188031846,10705.410816666186
Deaths,Peru,Female,<20 years,All causes,Number,2009,8475.854543366018,9318.936553017244,7729.323344466728
Deaths,Peru,Both,<20 years,All causes,Number,2009,20135.684251158713,22156.005099106947,18508.022606111364
Deaths,Peru,Male,10 to 24,All causes,Number,2009,3650.0067412763715,3936.812417398317,3379.0910364618044
Deaths,Peru,Female,10 to 24,All causes,Number,2009,2181.066870884453,2345.317117739831,2009.6146642216563
Deaths,Peru,Both,10 to 24,All causes,Number,2009,5831.073612160827,6160.729091449837,5512.056915577462
Deaths,Peru,Male,10 to 54,All causes,Number,2009,17827.373568890252,19371.775022498798,16316.58995118801
Deaths,Peru,Female,10 to 54,All causes,Number,2009,11590.894115335057,12655.024546059987,10538.514521872525
Deaths,Peru,Both,10 to 54,All causes,Number,2009,29418.267684225288,31329.17309857052,27546.51620856534
Deaths,Peru,Male,95 plus,All causes,Number,2009,1596.6085470072767,1666.8263963849263,1526.511626038007
Deaths,Peru,Female,95 plus,All causes,Number,2009,2210.327660134532,2323.1800638032387,2094.448327234203
Deaths,Peru,Both,95 plus,All causes,Number,2009,3806.9362071418104,3938.2122311752028,3676.887127633073
Deaths,Peru,Male,<70 years,All causes,Number,2009,40536.69717821524,43508.41451762804,37760.42165501348
Deaths,Peru,Female,<70 years,All causes,Number,2009,29305.584179199857,31358.958526369875,27192.063646413273
Deaths,Peru,Both,<70 years,All causes,Number,2009,69842.28135741504,73630.14510110044,66269.9121956221
Deaths,Peru,Male,Under 5,All causes,Number,2008,8994.172223325957,10049.321549542436,8122.7355581222955
Deaths,Peru,Female,Under 5,All causes,Number,2008,6676.912801333466,7438.711644179052,6055.473006850548
Deaths,Peru,Both,Under 5,All causes,Number,2008,15671.085024659435,17446.08103608109,14147.688452318322
Deaths,Peru,Male,Early Neonatal,All causes,Number,2008,3279.126834732037,3769.8464466105415,2862.8161004417425
Deaths,Peru,Female,Early Neonatal,All causes,Number,2008,2248.267633084468,2596.6339589014488,1955.702389685873
Deaths,Peru,Both,Early Neonatal,All causes,Number,2008,5527.394467816504,6358.0168334262535,4822.014200491837
Deaths,Peru,Male,Late Neonatal,All causes,Number,2008,653.679557423216,785.6075734298396,541.2850560339288
Deaths,Peru,Female,Late Neonatal,All causes,Number,2008,683.679252228907,824.4304699213789,554.9856673822493
Deaths,Peru,Both,Late Neonatal,All causes,Number,2008,1337.3588096521241,1555.7677186978494,1141.2036333487172
Deaths,Peru,Male,Post Neonatal,All causes,Number,2008,3229.1450683585385,3802.7015461890082,2758.7236407862088
Deaths,Peru,Female,Post Neonatal,All causes,Number,2008,2348.964253921718,2737.425294610866,2003.7231613166193
Deaths,Peru,Both,Post Neonatal,All causes,Number,2008,5578.109322280254,6524.454586988836,4775.55918502375
Deaths,Peru,Male,1 to 4,All causes,Number,2008,1832.2207628121716,2222.784770788892,1483.6652485154445
Deaths,Peru,Female,1 to 4,All causes,Number,2008,1396.0016620983793,1693.0632731868438,1137.9787989621855
Deaths,Peru,Both,1 to 4,All causes,Number,2008,3228.222424910556,3903.1246706309307,2606.686233228712
Deaths,Peru,Male,5 to 9,All causes,Number,2008,759.5083245497002,820.1936901899624,704.9234424362253
Deaths,Peru,Female,5 to 9,All causes,Number,2008,526.2969600117076,566.0328317339805,492.90737167553186
Deaths,Peru,Both,5 to 9,All causes,Number,2008,1285.8052845614077,1383.5387011307148,1197.8121167501981
Deaths,Peru,Male,10 to 14,All causes,Number,2008,686.2745089016486,727.7862729203102,649.2845987855208
Deaths,Peru,Female,10 to 14,All causes,Number,2008,487.1422272955665,518.2633581245943,456.98454391097533
Deaths,Peru,Both,10 to 14,All causes,Number,2008,1173.4167361972159,1236.3063012783723,1117.7977953800562
Deaths,Peru,Male,15 to 19,All causes,Number,2008,1096.458221164856,1194.6064417027253,1001.3718307615097
Deaths,Peru,Female,15 to 19,All causes,Number,2008,742.3238852505679,807.9862958069556,681.6650106379982
Deaths,Peru,Both,15 to 19,All causes,Number,2008,1838.782106415419,1952.2382049483008,1723.0065516198335
Deaths,Peru,Male,20 to 24,All causes,Number,2008,1605.6969032084658,1747.8881038545721,1465.9831042633728
Deaths,Peru,Female,20 to 24,All causes,Number,2008,846.5884496823745,929.9593567603488,770.527408150819
Deaths,Peru,Both,20 to 24,All causes,Number,2008,2452.285352890839,2610.6140352537427,2289.9244166880485
Deaths,Peru,Male,25 to 29,All causes,Number,2008,1800.9805824038442,1951.432529215489,1652.4075662706446
Deaths,Peru,Female,25 to 29,All causes,Number,2008,846.7679212704506,934.7729585930089,766.2124630922453
Deaths,Peru,Both,25 to 29,All causes,Number,2008,2647.748503674302,2816.9499190948923,2477.005463784995
Deaths,Peru,Male,30 to 34,All causes,Number,2008,1853.3012376938939,2008.2200601719956,1698.0845022294468
Deaths,Peru,Female,30 to 34,All causes,Number,2008,951.0130304114535,1049.193527993837,859.9010320753601
Deaths,Peru,Both,30 to 34,All causes,Number,2008,2804.3142681053473,2982.275945892152,2624.3167399975373
Deaths,Peru,Male,35 to 39,All causes,Number,2008,1965.287195713409,2144.7518164588764,1783.993117497048
Deaths,Peru,Female,35 to 39,All causes,Number,2008,1219.2474033864635,1360.39752415449,1086.6929624196518
Deaths,Peru,Both,35 to 39,All causes,Number,2008,3184.5345990998735,3406.803415957879,2965.8716627619674
Deaths,Peru,Male,40 to 44,All causes,Number,2008,2132.8986239620103,2335.0137294291726,1929.0161258341893
Deaths,Peru,Female,40 to 44,All causes,Number,2008,1545.1883804173672,1711.8859440792683,1387.9041340497818
Deaths,Peru,Both,40 to 44,All causes,Number,2008,3678.0870043793757,3931.8247419392933,3427.0127572201527
Deaths,Peru,Male,45 to 49,All causes,Number,2008,2496.5067730316614,2737.3642028901145,2253.5621314393225
Deaths,Peru,Female,45 to 49,All causes,Number,2008,1820.5736406543035,2003.3032997839478,1647.4005810797619
Deaths,Peru,Both,45 to 49,All causes,Number,2008,4317.080413685973,4612.756992844834,4027.7019901565814
Deaths,Peru,Male,50 to 54,All causes,Number,2008,2822.950167163546,3088.8726268193736,2554.0275422338227
Deaths,Peru,Female,50 to 54,All causes,Number,2008,2326.525074046519,2548.9127976868763,2115.1566694239964
Deaths,Peru,Both,50 to 54,All causes,Number,2008,5149.475241210059,5484.871990294626,4816.217517450951
Deaths,Peru,Male,55 to 59,All causes,Number,2008,3233.271256201737,3521.1440741925744,2940.8962583304888
Deaths,Peru,Female,55 to 59,All causes,Number,2008,2593.4813071130297,2835.6721883562077,2362.9217897248636
Deaths,Peru,Both,55 to 59,All causes,Number,2008,5826.752563314754,6190.52043918156,5464.146609017987
Deaths,Peru,Male,60 to 64,All causes,Number,2008,3936.1038565180097,4260.148941513688,3605.4864429823697
Deaths,Peru,Female,60 to 64,All causes,Number,2008,3166.6306740458763,3453.010141902947,2893.227035903023
Deaths,Peru,Both,60 to 64,All causes,Number,2008,7102.734530563887,7518.077255358995,6685.543522050937
Deaths,Peru,Male,65 to 69,All causes,Number,2008,4709.381848127862,5089.446124112391,4320.976170540806
Deaths,Peru,Female,65 to 69,All causes,Number,2008,3747.883272419389,4094.096817128771,3417.537341066423
Deaths,Peru,Both,65 to 69,All causes,Number,2008,8457.265120547261,8948.80059804162,7961.083407174547
Deaths,Peru,Male,70 to 74,All causes,Number,2008,5927.4279515635535,6403.98754484749,5439.800750068148
Deaths,Peru,Female,70 to 74,All causes,Number,2008,4821.468027165,5280.800335028839,4383.45204245694
Deaths,Peru,Both,70 to 74,All causes,Number,2008,10748.89597872854,11384.074008881835,10110.550639493998
Deaths,Peru,Male,75 to 79,All causes,Number,2008,6827.504973924288,7361.221715807233,6279.668828326256
Deaths,Peru,Female,75 to 79,All causes,Number,2008,5878.1468862189395,6427.675212094483,5354.747826527514
Deaths,Peru,Both,75 to 79,All causes,Number,2008,12705.65186014321,13436.200971623977,11964.017483945086
Deaths,Peru,Male,80 plus,All causes,Number,2008,16800.764603116375,17777.964327927828,15778.231156198593
Deaths,Peru,Female,80 plus,All causes,Number,2008,18226.651628498745,19492.166055636568,16999.40506633832
Deaths,Peru,Both,80 plus,All causes,Number,2008,35027.41623161513,36575.03060295267,33530.849154938056
Deaths,Peru,Male,All Ages,All causes,Number,2008,67648.48925057075,72434.00008300015,63036.92028691992
Deaths,Peru,Female,All Ages,All causes,Number,2008,56422.84156922122,60826.50354909135,52378.66043929359
Deaths,Peru,Both,All Ages,All causes,Number,2008,124071.33081979184,130185.56128845969,118121.7331676087
Deaths,Peru,Male,5-14 years,All causes,Number,2008,1445.7828334513474,1546.1631726748442,1357.9942283349794
Deaths,Peru,Female,5-14 years,All causes,Number,2008,1013.4391873072731,1077.157199285881,957.7255690834827
Deaths,Peru,Both,5-14 years,All causes,Number,2008,2459.2220207586233,2619.6857636577365,2322.522657965823
Deaths,Peru,Male,15-49 years,All causes,Number,2008,12951.129537178129,14129.210506811529,11789.175059437752
Deaths,Peru,Female,15-49 years,All causes,Number,2008,7971.70271107299,8789.264751061226,7198.334284524578
Deaths,Peru,Both,15-49 years,All causes,Number,2008,20922.83224825113,22267.989269501977,19515.152629025746
Deaths,Peru,Male,50-69 years,All causes,Number,2008,14701.70712801114,15959.611766638027,13421.383602339896
Deaths,Peru,Female,50-69 years,All causes,Number,2008,11834.520327624796,12931.691945074801,10788.839677732818
Deaths,Peru,Both,50-69 years,All causes,Number,2008,26536.227455635963,28141.41893762153,24937.55092352255
Deaths,Peru,Male,70+ years,All causes,Number,2008,29555.697528604203,31543.173588582547,27502.73061022698
Deaths,Peru,Female,70+ years,All causes,Number,2008,28926.266541882705,31216.20644815623,26737.508441137594
Deaths,Peru,Both,70+ years,All causes,Number,2008,58481.964070486916,61386.11762372758,55583.23742774888
Deaths,Peru,Male,<1 year,All causes,Number,2008,7161.951460513796,8073.4431281745265,6398.988303875138
Deaths,Peru,Female,<1 year,All causes,Number,2008,5280.911139235099,5899.96638815168,4737.566654069399
Deaths,Peru,Both,<1 year,All causes,Number,2008,12442.862599748889,13928.023684710472,11145.262511144972
Deaths,Peru,Male,80 to 84,All causes,Number,2008,6823.863708898586,7283.491872175289,6347.814642869818
Deaths,Peru,Female,80 to 84,All causes,Number,2008,6364.6401959736295,6889.633574294812,5863.432296720008
Deaths,Peru,Both,80 to 84,All causes,Number,2008,13188.503904872232,13857.927780074375,12519.343325948386
Deaths,Peru,Male,85 to 89,All causes,Number,2008,5526.158680570343,5844.692370307468,5193.427165630296
Deaths,Peru,Female,85 to 89,All causes,Number,2008,5912.2109176770255,6320.362966269376,5513.15769821022
Deaths,Peru,Both,85 to 89,All causes,Number,2008,11438.369598247384,11944.329561922586,10953.223911664678
Deaths,Peru,Male,90 to 94,All causes,Number,2008,3024.630069877964,3164.7954716669165,2876.1917621611888
Deaths,Peru,Female,90 to 94,All causes,Number,2008,3974.7555865826334,4203.078613026553,3749.0488014564407
Deaths,Peru,Both,90 to 94,All causes,Number,2008,6999.385656460593,7269.295231857667,6750.091326644075
Deaths,Peru,Male,<20 years,All causes,Number,2008,11536.413277942165,12649.823284527625,10567.833295400884
Deaths,Peru,Female,<20 years,All causes,Number,2008,8432.675873891309,9264.345258723324,7749.664408457494
Deaths,Peru,Both,<20 years,All causes,Number,2008,19969.089151833447,21912.698316220372,18305.496998044164
Deaths,Peru,Male,10 to 24,All causes,Number,2008,3388.4296332749723,3663.149943919384,3125.8218564932454
Deaths,Peru,Female,10 to 24,All causes,Number,2008,2076.0545622285085,2250.568075687088,1912.8163025375186
Deaths,Peru,Both,10 to 24,All causes,Number,2008,5464.484195503477,5776.320420236689,5143.807479985683
Deaths,Peru,Male,10 to 54,All causes,Number,2008,16460.354213243314,17930.581211265828,15013.892790276484
Deaths,Peru,Female,10 to 54,All causes,Number,2008,10785.370012415086,11850.40561437032,9777.240103376613
Deaths,Peru,Both,10 to 54,All causes,Number,2008,27245.724225658352,28951.221237811988,25463.168345769347
Deaths,Peru,Male,95 plus,All causes,Number,2008,1426.112143769472,1487.5174826069563,1360.4317492294344
Deaths,Peru,Female,95 plus,All causes,Number,2008,1975.0449282654681,2081.62088777504,1870.797148310583
Deaths,Peru,Both,95 plus,All causes,Number,2008,3401.1570720349364,3526.734755169995,3283.975438290269
Deaths,Peru,Male,<70 years,All causes,Number,2008,38092.79172196665,40780.764259940996,35402.229944494145
Deaths,Peru,Female,<70 years,All causes,Number,2008,27496.575027338524,29655.817648626784,25473.325339433475
Deaths,Peru,Both,<70 years,All causes,Number,2008,65589.36674930512,69296.78071661938,62166.15089192428
Deaths,Peru,Male,Under 5,All causes,Number,2014,7804.3232306857835,9268.760489458085,6443.359745914472
Deaths,Peru,Female,Under 5,All causes,Number,2014,6019.621679261845,7128.112495130316,5014.754034014947
Deaths,Peru,Both,Under 5,All causes,Number,2014,13823.94490994763,16443.946466941994,11442.484445077083
Deaths,Peru,Male,Early Neonatal,All causes,Number,2014,2978.738709612648,3843.450712262233,2269.554093165844
Deaths,Peru,Female,Early Neonatal,All causes,Number,2014,2232.5102985170615,2772.688016000524,1750.8213996766651
Deaths,Peru,Both,Early Neonatal,All causes,Number,2014,5211.249008129713,6584.11489359346,4039.0676290317856
Deaths,Peru,Male,Late Neonatal,All causes,Number,2014,528.3582775276343,695.8072868139484,392.00398265246594
Deaths,Peru,Female,Late Neonatal,All causes,Number,2014,746.6777265880899,928.658654442134,584.5273994451179
Deaths,Peru,Both,Late Neonatal,All causes,Number,2014,1275.0360041157244,1542.3439255948824,1044.1326968306334
Deaths,Peru,Male,Post Neonatal,All causes,Number,2014,2705.9070958697384,3440.1639135075184,2030.7539332891172
Deaths,Peru,Female,Post Neonatal,All causes,Number,2014,2060.058696468581,2668.4688887361863,1515.7558622083018
Deaths,Peru,Both,Post Neonatal,All causes,Number,2014,4765.965792338323,6096.5766223839955,3537.9914069035312
Deaths,Peru,Male,1 to 4,All causes,Number,2014,1591.3191476757684,1876.8528967527964,1338.0481812192477
Deaths,Peru,Female,1 to 4,All causes,Number,2014,980.3749576881195,1150.6026523508615,827.5423545357436
Deaths,Peru,Both,1 to 4,All causes,Number,2014,2571.6941053638857,3016.632245173268,2170.7905963308667
Deaths,Peru,Male,5 to 9,All causes,Number,2014,727.9869867905849,826.5213822693158,640.3507925449514
Deaths,Peru,Female,5 to 9,All causes,Number,2014,567.4567440568973,630.7477150728796,507.03643807376255
Deaths,Peru,Both,5 to 9,All causes,Number,2014,1295.4437308474796,1458.0688012526477,1150.5706744666245
Deaths,Peru,Male,10 to 14,All causes,Number,2014,566.7264938487697,613.2097122954714,522.4977032596627
Deaths,Peru,Female,10 to 14,All causes,Number,2014,462.2652547715562,496.68672439376724,427.39929762389175
Deaths,Peru,Both,10 to 14,All causes,Number,2014,1028.9917486203256,1101.3166974562864,960.5878136981204
Deaths,Peru,Male,15 to 19,All causes,Number,2014,1101.1508470788617,1204.5164793810734,996.5651233960258
Deaths,Peru,Female,15 to 19,All causes,Number,2014,643.5292825452256,703.7587035562377,590.0577372080704
Deaths,Peru,Both,15 to 19,All causes,Number,2014,1744.6801296240867,1861.541467984856,1626.2349452569808
Deaths,Peru,Male,20 to 24,All causes,Number,2014,1582.9672888613125,1731.4431238147897,1436.6923269701676
Deaths,Peru,Female,20 to 24,All causes,Number,2014,728.2672402987805,803.2803571928472,662.1955005710794
Deaths,Peru,Both,20 to 24,All causes,Number,2014,2311.234529160091,2468.327370924386,2152.5169058321158
Deaths,Peru,Male,25 to 29,All causes,Number,2014,1740.873404927827,1896.6540046828281,1590.4076257687245
Deaths,Peru,Female,25 to 29,All causes,Number,2014,797.6005262771359,885.3398775738362,720.6867026153603
Deaths,Peru,Both,25 to 29,All causes,Number,2014,2538.4739312049605,2702.780250552698,2368.0759725929615
Deaths,Peru,Male,30 to 34,All causes,Number,2014,1843.3291833553508,2009.8118079737553,1684.468116261141
Deaths,Peru,Female,30 to 34,All causes,Number,2014,908.3261440769253,1007.6612134788672,819.7043534287759
Deaths,Peru,Both,30 to 34,All causes,Number,2014,2751.655327432271,2927.5577643336583,2565.3886486156016
Deaths,Peru,Male,35 to 39,All causes,Number,2014,1964.0336016031479,2155.545531036352,1780.0607793142249
Deaths,Peru,Female,35 to 39,All causes,Number,2014,1130.9718936320749,1272.50501008959,1008.3580790188103
Deaths,Peru,Both,35 to 39,All causes,Number,2014,3095.0054952352198,3311.061587138534,2858.638874904424
Deaths,Peru,Male,40 to 44,All causes,Number,2014,2206.287417503365,2428.9765866947837,1993.0024083658457
Deaths,Peru,Female,40 to 44,All causes,Number,2014,1461.9816248601933,1632.2730962197327,1313.553760025469
Deaths,Peru,Both,40 to 44,All causes,Number,2014,3668.2690423635518,3923.958910151049,3392.386757021272
Deaths,Peru,Male,45 to 49,All causes,Number,2014,2551.956005792599,2813.9255660348067,2301.3827166991914
Deaths,Peru,Female,45 to 49,All causes,Number,2014,1885.7511083187126,2090.1579916387145,1706.5812185740194
Deaths,Peru,Both,45 to 49,All causes,Number,2014,4437.7071141113165,4741.654404648613,4112.83279150672
Deaths,Peru,Male,50 to 54,All causes,Number,2014,3130.0504571605693,3444.6829610520226,2828.4373558811994
Deaths,Peru,Female,50 to 54,All causes,Number,2014,2415.326986401447,2665.025219354135,2195.644270992825
Deaths,Peru,Both,50 to 54,All causes,Number,2014,5545.377443562021,5914.590311396785,5151.711386618075
Deaths,Peru,Male,55 to 59,All causes,Number,2014,3540.015028637372,3878.8607925252227,3213.732125877238
Deaths,Peru,Female,55 to 59,All causes,Number,2014,2914.7046150671918,3209.6946647208683,2654.6769182600206
Deaths,Peru,Both,55 to 59,All causes,Number,2014,6454.719643704558,6870.494664526263,6013.138933962754
Deaths,Peru,Male,60 to 64,All causes,Number,2014,4187.588515224974,4560.114042040373,3826.9016893896155
Deaths,Peru,Female,60 to 64,All causes,Number,2014,3540.253829418835,3888.337491817774,3232.9188263230417
Deaths,Peru,Both,60 to 64,All causes,Number,2014,7727.842344643805,8190.475709292106,7225.96075136139
Deaths,Peru,Male,65 to 69,All causes,Number,2014,5165.51961376464,5618.077811690774,4726.6620015695335
Deaths,Peru,Female,65 to 69,All causes,Number,2014,4290.589170893857,4722.063220660463,3909.915512659808
Deaths,Peru,Both,65 to 69,All causes,Number,2014,9456.108784658492,10026.227582673931,8840.758247387226
Deaths,Peru,Male,70 to 74,All causes,Number,2014,6199.9261858779855,6744.344240712605,5672.400528980808
Deaths,Peru,Female,70 to 74,All causes,Number,2014,5170.22454930802,5707.467554382791,4696.538454311391
Deaths,Peru,Both,70 to 74,All causes,Number,2014,11370.150735185996,12071.795715226917,10619.28880777704
Deaths,Peru,Male,75 to 79,All causes,Number,2014,7597.700153501237,8247.569004925113,6969.094171125496
Deaths,Peru,Female,75 to 79,All causes,Number,2014,6443.76810135449,7097.100242950574,5865.4865786707205
Deaths,Peru,Both,75 to 79,All causes,Number,2014,14041.46825485571,14889.862931400257,13137.696431148304
Deaths,Peru,Male,80 plus,All causes,Number,2014,21847.369144906257,23265.07202462048,20472.120175585438
Deaths,Peru,Female,80 plus,All causes,Number,2014,23528.19849966006,25293.147680070975,21943.44064923768
Deaths,Peru,Both,80 plus,All causes,Number,2014,45375.56764456628,47552.94035114679,43186.20594587554
Deaths,Peru,Male,All Ages,All causes,Number,2014,73757.80355952059,79378.02895690093,68073.30945522018
Deaths,Peru,Female,All Ages,All causes,Number,2014,62908.837250203236,68017.88802919735,58273.84497850031
Deaths,Peru,Both,All Ages,All causes,Number,2014,136666.64080972385,144079.32671820145,128994.99459321421
Deaths,Peru,Male,5-14 years,All causes,Number,2014,1294.713480639357,1433.933776671166,1163.9959140226144
Deaths,Peru,Female,5-14 years,All causes,Number,2014,1029.7219988284533,1122.3967224727103,941.4315883687333
Deaths,Peru,Both,5-14 years,All causes,Number,2014,2324.435479467806,2550.184561209497,2120.479320351628
Deaths,Peru,Male,15-49 years,All causes,Number,2014,12990.597749122466,14259.392147267148,11784.714046108187
Deaths,Peru,Female,15-49 years,All causes,Number,2014,7556.427820009055,8402.120359051421,6817.013284475083
Deaths,Peru,Both,15-49 years,All causes,Number,2014,20547.025569131496,21903.781410241947,19082.070069166017
Deaths,Peru,Male,50-69 years,All causes,Number,2014,16023.173614787553,17501.54453619883,14595.733172717584
Deaths,Peru,Female,50-69 years,All causes,Number,2014,13160.874601781348,14485.120596553239,11992.956906078565
Deaths,Peru,Both,50-69 years,All causes,Number,2014,29184.048216568863,31001.941657638432,27231.364302698676
Deaths,Peru,Male,70+ years,All causes,Number,2014,35644.99548428549,38256.9852702582,33125.48951443827
Deaths,Peru,Female,70+ years,All causes,Number,2014,35142.191150322586,38094.845873064376,32508.97779295426
Deaths,Peru,Both,70+ years,All causes,Number,2014,70787.18663460811,74525.06351598391,66943.86806351035
Deaths,Peru,Male,<1 year,All causes,Number,2014,6213.00408301002,7414.54641076963,5105.087918286347
Deaths,Peru,Female,<1 year,All causes,Number,2014,5039.246721573726,5970.398281379363,4184.726666589344
Deaths,Peru,Both,<1 year,All causes,Number,2014,11252.250804583755,13403.279410807489,9297.279177917244
Deaths,Peru,Male,80 to 84,All causes,Number,2014,8260.151761458945,8884.553445331523,7661.152022124595
Deaths,Peru,Female,80 to 84,All causes,Number,2014,7857.237963461561,8556.270497609512,7233.992019530453
Deaths,Peru,Both,80 to 84,All causes,Number,2014,16117.389724920491,17003.062957413025,15205.724948763997
Deaths,Peru,Male,85 to 89,All causes,Number,2014,7224.694153280964,7695.069681670298,6768.845712841079
Deaths,Peru,Female,85 to 89,All causes,Number,2014,7479.227917533959,8046.001785573543,6966.998009672627
Deaths,Peru,Both,85 to 89,All causes,Number,2014,14703.922070814904,15406.313807521468,13993.996430514488
Deaths,Peru,Male,90 to 94,All causes,Number,2014,4213.929629914619,4429.175874707077,4001.257106426791
Deaths,Peru,Female,90 to 94,All causes,Number,2014,5222.288850565587,5547.672161227466,4927.341888503061
Deaths,Peru,Both,90 to 94,All causes,Number,2014,9436.21848048021,9815.395852314317,9057.867725769047
Deaths,Peru,Male,<20 years,All causes,Number,2014,10200.18755840401,11847.261147646726,8745.369701748554
Deaths,Peru,Female,<20 years,All causes,Number,2014,7692.872960635536,8891.332871717197,6591.551475992314
Deaths,Peru,Both,<20 years,All causes,Number,2014,17893.060519039547,20710.80553425745,15342.459937414025
Deaths,Peru,Male,10 to 24,All causes,Number,2014,3250.8446297889427,3528.322838517754,2967.131381275467
Deaths,Peru,Female,10 to 24,All causes,Number,2014,1834.061777615562,1995.4492075841692,1686.762176842075
Deaths,Peru,Both,10 to 24,All causes,Number,2014,5084.906407404504,5406.858081974267,4755.755584790353
Deaths,Peru,Male,10 to 54,All causes,Number,2014,16687.374700131764,18281.42566522127,15135.053032435922
Deaths,Peru,Female,10 to 54,All causes,Number,2014,10434.020061182051,11557.357312105423,9450.436971763678
Deaths,Peru,Both,10 to 54,All causes,Number,2014,27121.394761313863,28874.382227027018,25249.35086516607
Deaths,Peru,Male,95 plus,All causes,Number,2014,2148.593600251726,2251.6364904723364,2045.9435516966255
Deaths,Peru,Female,95 plus,All causes,Number,2014,2969.443768098952,3146.8158385162455,2810.99873920493
Deaths,Peru,Both,95 plus,All causes,Number,2014,5118.037368350686,5311.544443495546,4921.92451814534
Deaths,Peru,Male,<70 years,All causes,Number,2014,38112.80807523512,41240.941652362126,35008.64241262505
Deaths,Peru,Female,<70 years,All causes,Number,2014,27766.646099880672,30126.806911755233,25404.090788275593
Deaths,Peru,Both,<70 years,All causes,Number,2014,65879.4541751159,70233.98150213293,61436.858355214536
Deaths,Peru,Male,Under 5,All causes,Number,2013,8149.044676567805,9422.188636427833,6989.713894279996
Deaths,Peru,Female,Under 5,All causes,Number,2013,6275.281835121081,7261.6382326034745,5413.900109169766
Deaths,Peru,Both,Under 5,All causes,Number,2013,14424.326511688907,16658.699670477905,12442.254464778693
