location,sex,age,cause,metric,year,val,upper,lower
Peru,Male,20 to 24,All causes,Number,2008,1605.696903,1747.888104,1465.983104
Peru,Female,20 to 24,All causes,Number,2008,846.5884497,929.9593568,770.5274082
Peru,Both,20 to 24,All causes,Number,2008,2452.285353,2610.614035,2289.924417
Peru,Male,25 to 29,All causes,Number,2008,1800.980582,1951.432529,1652.407566
Peru,Female,25 to 29,All causes,Number,2008,846.7679213,934.7729586,766.2124631
Peru,Both,25 to 29,All causes,Number,2008,2647.748504,2816.949919,2477.005464
Peru,Male,30 to 34,All causes,Number,2008,1853.301238,2008.22006,1698.084502
Peru,Female,30 to 34,All causes,Number,2008,951.0130304,1049.193528,859.9010321
Peru,Both,30 to 34,All causes,Number,2008,2804.314268,2982.275946,2624.31674
Peru,Male,35 to 39,All causes,Number,2008,1965.287196,2144.751816,1783.993117
Peru,Female,35 to 39,All causes,Number,2008,1219.247403,1360.397524,1086.692962
Peru,Both,35 to 39,All causes,Number,2008,3184.534599,3406.803416,2965.871663
Peru,Male,40 to 44,All causes,Number,2008,2132.898624,2335.013729,1929.016126
Peru,Female,40 to 44,All causes,Number,2008,1545.18838,1711.885944,1387.904134
Peru,Both,40 to 44,All causes,Number,2008,3678.087004,3931.824742,3427.012757
Peru,Male,45 to 49,All causes,Number,2008,2496.506773,2737.364203,2253.562131
Peru,Female,45 to 49,All causes,Number,2008,1820.573641,2003.3033,1647.400581
Peru,Both,45 to 49,All causes,Number,2008,4317.080414,4612.756993,4027.70199
Peru,Male,50 to 54,All causes,Number,2008,2822.950167,3088.872627,2554.027542
Peru,Female,50 to 54,All causes,Number,2008,2326.525074,2548.912798,2115.156669
Peru,Both,50 to 54,All causes,Number,2008,5149.475241,5484.87199,4816.217517
Peru,Male,55 to 59,All causes,Number,2008,3233.271256,3521.144074,2940.896258
Peru,Female,55 to 59,All causes,Number,2008,2593.481307,2835.672188,2362.92179
Peru,Both,55 to 59,All causes,Number,2008,5826.752563,6190.520439,5464.146609
Peru,Male,60 to 64,All causes,Number,2008,3936.103857,4260.148942,3605.486443
Peru,Female,60 to 64,All causes,Number,2008,3166.630674,3453.010142,2893.227036
Peru,Both,60 to 64,All causes,Number,2008,7102.734531,7518.077255,6685.543522
Peru,Male,65 to 69,All causes,Number,2008,4709.381848,5089.446124,4320.976171
Peru,Female,65 to 69,All causes,Number,2008,3747.883272,4094.096817,3417.537341
Peru,Both,65 to 69,All causes,Number,2008,8457.265121,8948.800598,7961.083407
Peru,Male,70 to 74,All causes,Number,2008,5927.427952,6403.987545,5439.80075
Peru,Female,70 to 74,All causes,Number,2008,4821.468027,5280.800335,4383.452042
Peru,Both,70 to 74,All causes,Number,2008,10748.89598,11384.07401,10110.55064
Peru,Male,75 to 79,All causes,Number,2008,6827.504974,7361.221716,6279.668828
Peru,Female,75 to 79,All causes,Number,2008,5878.146886,6427.675212,5354.747827
Peru,Both,75 to 79,All causes,Number,2008,12705.65186,13436.20097,11964.01748
Peru,Male,80 plus,All causes,Number,2008,16800.7646,17777.96433,15778.23116
Peru,Female,80 plus,All causes,Number,2008,18226.65163,19492.16606,16999.40507
Peru,Both,80 plus,All causes,Number,2008,35027.41623,36575.0306,33530.84915
Peru,Male,All Ages,All causes,Number,2008,67648.48925,72434.00008,63036.92029
Peru,Female,All Ages,All causes,Number,2008,56422.84157,60826.50355,52378.66044
Peru,Both,All Ages,All causes,Number,2008,124071.3308,130185.5613,118121.7332
Peru,Male,5-14 years,All causes,Number,2008,1445.782833,1546.163173,1357.994228
Peru,Female,5-14 years,All causes,Number,2008,1013.439187,1077.157199,957.7255691
Peru,Both,5-14 years,All causes,Number,2008,2459.222021,2619.685764,2322.522658
Peru,Male,15-49 years,All causes,Number,2008,12951.12954,14129.21051,11789.17506
Peru,Female,15-49 years,All causes,Number,2008,7971.702711,8789.264751,7198.334285
Peru,Both,15-49 years,All causes,Number,2008,20922.83225,22267.98927,19515.15263
Peru,Male,50-69 years,All causes,Number,2008,14701.70713,15959.61177,13421.3836
Peru,Female,50-69 years,All causes,Number,2008,11834.52033,12931.69195,10788.83968
Peru,Both,50-69 years,All causes,Number,2008,26536.22746,28141.41894,24937.55092
Peru,Male,70+ years,All causes,Number,2008,29555.69753,31543.17359,27502.73061
Peru,Female,70+ years,All causes,Number,2008,28926.26654,31216.20645,26737.50844
Peru,Both,70+ years,All causes,Number,2008,58481.96407,61386.11762,55583.23743
Peru,Male,<1 year,All causes,Number,2008,7161.951461,8073.443128,6398.988304
Peru,Female,<1 year,All causes,Number,2008,5280.911139,5899.966388,4737.566654
Peru,Both,<1 year,All causes,Number,2008,12442.8626,13928.02368,11145.26251
Peru,Male,80 to 84,All causes,Number,2008,6823.863709,7283.491872,6347.814643
Peru,Female,80 to 84,All causes,Number,2008,6364.640196,6889.633574,5863.432297
Peru,Both,80 to 84,All causes,Number,2008,13188.5039,13857.92778,12519.34333
Peru,Male,85 to 89,All causes,Number,2008,5526.158681,5844.69237,5193.427166
Peru,Female,85 to 89,All causes,Number,2008,5912.210918,6320.362966,5513.157698
Peru,Both,85 to 89,All causes,Number,2008,11438.3696,11944.32956,10953.22391
Peru,Male,90 to 94,All causes,Number,2008,3024.63007,3164.795472,2876.191762
Peru,Female,90 to 94,All causes,Number,2008,3974.755587,4203.078613,3749.048801
Peru,Both,90 to 94,All causes,Number,2008,6999.385656,7269.295232,6750.091327
Peru,Male,<20 years,All causes,Number,2008,11536.41328,12649.82328,10567.8333
Peru,Female,<20 years,All causes,Number,2008,8432.675874,9264.345259,7749.664408
Peru,Both,<20 years,All causes,Number,2008,19969.08915,21912.69832,18305.497
Peru,Male,10 to 24,All causes,Number,2008,3388.429633,3663.149944,3125.821856
Peru,Female,10 to 24,All causes,Number,2008,2076.054562,2250.568076,1912.816303
Peru,Both,10 to 24,All causes,Number,2008,5464.484196,5776.32042,5143.80748
Peru,Male,10 to 54,All causes,Number,2008,16460.35421,17930.58121,15013.89279
Peru,Female,10 to 54,All causes,Number,2008,10785.37001,11850.40561,9777.240103
Peru,Both,10 to 54,All causes,Number,2008,27245.72423,28951.22124,25463.16835
Peru,Male,95 plus,All causes,Number,2008,1426.112144,1487.517483,1360.431749
Peru,Female,95 plus,All causes,Number,2008,1975.044928,2081.620888,1870.797148
Peru,Both,95 plus,All causes,Number,2008,3401.157072,3526.734755,3283.975438
Peru,Male,<70 years,All causes,Number,2008,38092.79172,40780.76426,35402.22994
Peru,Female,<70 years,All causes,Number,2008,27496.57503,29655.81765,25473.32534
Peru,Both,<70 years,All causes,Number,2008,65589.36675,69296.78072,62166.15089
Peru,Male,Under 5,All causes,Number,2014,7804.323231,9268.760489,6443.359746
Peru,Female,Under 5,All causes,Number,2014,6019.621679,7128.112495,5014.754034
Peru,Both,Under 5,All causes,Number,2014,13823.94491,16443.94647,11442.48445
Peru,Male,Early Neonatal,All causes,Number,2014,2978.73871,3843.450712,2269.554093
Peru,Female,Early Neonatal,All causes,Number,2014,2232.510299,2772.688016,1750.8214
Peru,Both,Early Neonatal,All causes,Number,2014,5211.249008,6584.114894,4039.067629
Peru,Male,Late Neonatal,All causes,Number,2014,528.3582775,695.8072868,392.0039827
Peru,Female,Late Neonatal,All causes,Number,2014,746.6777266,928.6586544,584.5273994
Peru,Both,Late Neonatal,All causes,Number,2014,1275.036004,1542.343926,1044.132697
Peru,Male,Post Neonatal,All causes,Number,2014,2705.907096,3440.163914,2030.753933
Peru,Female,Post Neonatal,All causes,Number,2014,2060.058696,2668.468889,1515.755862
Peru,Both,Post Neonatal,All causes,Number,2014,4765.965792,6096.576622,3537.991407
Peru,Male,1 to 4,All causes,Number,2014,1591.319148,1876.852897,1338.048181
Peru,Female,1 to 4,All causes,Number,2014,980.3749577,1150.602652,827.5423545
Peru,Both,1 to 4,All causes,Number,2014,2571.694105,3016.632245,2170.790596
Peru,Male,5 to 9,All causes,Number,2014,727.9869868,826.5213823,640.3507925
Peru,Female,5 to 9,All causes,Number,2014,567.4567441,630.7477151,507.0364381
Peru,Both,5 to 9,All causes,Number,2014,1295.443731,1458.068801,1150.570674
Peru,Male,10 to 14,All causes,Number,2014,566.7264938,613.2097123,522.4977033
Peru,Female,10 to 14,All causes,Number,2014,462.2652548,496.6867244,427.3992976
Peru,Both,10 to 14,All causes,Number,2014,1028.991749,1101.316697,960.5878137
Peru,Male,15 to 19,All causes,Number,2014,1101.150847,1204.516479,996.5651234
Peru,Female,15 to 19,All causes,Number,2014,643.5292825,703.7587036,590.0577372
Peru,Both,15 to 19,All causes,Number,2014,1744.68013,1861.541468,1626.234945
Peru,Male,20 to 24,All causes,Number,2014,1582.967289,1731.443124,1436.692327
Peru,Female,20 to 24,All causes,Number,2014,728.2672403,803.2803572,662.1955006
Peru,Both,20 to 24,All causes,Number,2014,2311.234529,2468.327371,2152.516906
Peru,Male,25 to 29,All causes,Number,2014,1740.873405,1896.654005,1590.407626
Peru,Female,25 to 29,All causes,Number,2014,797.6005263,885.3398776,720.6867026
Peru,Both,25 to 29,All causes,Number,2014,2538.473931,2702.780251,2368.075973
Peru,Male,30 to 34,All causes,Number,2014,1843.329183,2009.811808,1684.468116
Peru,Female,30 to 34,All causes,Number,2014,908.3261441,1007.661213,819.7043534
Peru,Both,30 to 34,All causes,Number,2014,2751.655327,2927.557764,2565.388649
Peru,Male,35 to 39,All causes,Number,2014,1964.033602,2155.545531,1780.060779
Peru,Female,35 to 39,All causes,Number,2014,1130.971894,1272.50501,1008.358079
Peru,Both,35 to 39,All causes,Number,2014,3095.005495,3311.061587,2858.638875
Peru,Male,40 to 44,All causes,Number,2014,2206.287418,2428.976587,1993.002408
Peru,Female,40 to 44,All causes,Number,2014,1461.981625,1632.273096,1313.55376
Peru,Both,40 to 44,All causes,Number,2014,3668.269042,3923.95891,3392.386757
Peru,Male,45 to 49,All causes,Number,2014,2551.956006,2813.925566,2301.382717
Peru,Female,45 to 49,All causes,Number,2014,1885.751108,2090.157992,1706.581219
Peru,Both,45 to 49,All causes,Number,2014,4437.707114,4741.654405,4112.832792
Peru,Male,50 to 54,All causes,Number,2014,3130.050457,3444.682961,2828.437356
Peru,Female,50 to 54,All causes,Number,2014,2415.326986,2665.025219,2195.644271
Peru,Both,50 to 54,All causes,Number,2014,5545.377444,5914.590311,5151.711387
Peru,Male,55 to 59,All causes,Number,2014,3540.015029,3878.860793,3213.732126
Peru,Female,55 to 59,All causes,Number,2014,2914.704615,3209.694665,2654.676918
Peru,Both,55 to 59,All causes,Number,2014,6454.719644,6870.494665,6013.138934
Peru,Male,60 to 64,All causes,Number,2014,4187.588515,4560.114042,3826.901689
Peru,Female,60 to 64,All causes,Number,2014,3540.253829,3888.337492,3232.918826
Peru,Both,60 to 64,All causes,Number,2014,7727.842345,8190.475709,7225.960751
Peru,Male,65 to 69,All causes,Number,2014,5165.519614,5618.077812,4726.662002
Peru,Female,65 to 69,All causes,Number,2014,4290.589171,4722.063221,3909.915513
Peru,Both,65 to 69,All causes,Number,2014,9456.108785,10026.22758,8840.758247
Peru,Male,70 to 74,All causes,Number,2014,6199.926186,6744.344241,5672.400529
Peru,Female,70 to 74,All causes,Number,2014,5170.224549,5707.467554,4696.538454
Peru,Both,70 to 74,All causes,Number,2014,11370.15074,12071.79572,10619.28881
Peru,Male,75 to 79,All causes,Number,2014,7597.700154,8247.569005,6969.094171
Peru,Female,75 to 79,All causes,Number,2014,6443.768101,7097.100243,5865.486579
Peru,Both,75 to 79,All causes,Number,2014,14041.46825,14889.86293,13137.69643
Peru,Male,80 plus,All causes,Number,2014,21847.36914,23265.07202,20472.12018
Peru,Female,80 plus,All causes,Number,2014,23528.1985,25293.14768,21943.44065
Peru,Both,80 plus,All causes,Number,2014,45375.56764,47552.94035,43186.20595
Peru,Male,All Ages,All causes,Number,2014,73757.80356,79378.02896,68073.30946
Peru,Female,All Ages,All causes,Number,2014,62908.83725,68017.88803,58273.84498
Peru,Both,All Ages,All causes,Number,2014,136666.6408,144079.3267,128994.9946
Peru,Male,5-14 years,All causes,Number,2014,1294.713481,1433.933777,1163.995914
Peru,Female,5-14 years,All causes,Number,2014,1029.721999,1122.396722,941.4315884
Peru,Both,5-14 years,All causes,Number,2014,2324.435479,2550.184561,2120.47932
Peru,Male,15-49 years,All causes,Number,2014,12990.59775,14259.39215,11784.71405
Peru,Female,15-49 years,All causes,Number,2014,7556.42782,8402.120359,6817.013284
Peru,Both,15-49 years,All causes,Number,2014,20547.02557,21903.78141,19082.07007
Peru,Male,50-69 years,All causes,Number,2014,16023.17361,17501.54454,14595.73317
Peru,Female,50-69 years,All causes,Number,2014,13160.8746,14485.1206,11992.95691
Peru,Both,50-69 years,All causes,Number,2014,29184.04822,31001.94166,27231.3643
Peru,Male,70+ years,All causes,Number,2014,35644.99548,38256.98527,33125.48951
Peru,Female,70+ years,All causes,Number,2014,35142.19115,38094.84587,32508.97779
Peru,Both,70+ years,All causes,Number,2014,70787.18663,74525.06352,66943.86806
Peru,Male,<1 year,All causes,Number,2014,6213.004083,7414.546411,5105.087918
Peru,Female,<1 year,All causes,Number,2014,5039.246722,5970.398281,4184.726667
Peru,Both,<1 year,All causes,Number,2014,11252.2508,13403.27941,9297.279178
Peru,Male,80 to 84,All causes,Number,2014,8260.151761,8884.553445,7661.152022
Peru,Female,80 to 84,All causes,Number,2014,7857.237963,8556.270498,7233.99202
Peru,Both,80 to 84,All causes,Number,2014,16117.38972,17003.06296,15205.72495
Peru,Male,85 to 89,All causes,Number,2014,7224.694153,7695.069682,6768.845713
Peru,Female,85 to 89,All causes,Number,2014,7479.227918,8046.001786,6966.99801
Peru,Both,85 to 89,All causes,Number,2014,14703.92207,15406.31381,13993.99643
Peru,Male,90 to 94,All causes,Number,2014,4213.92963,4429.175875,4001.257106
Peru,Female,90 to 94,All causes,Number,2014,5222.288851,5547.672161,4927.341889
Peru,Both,90 to 94,All causes,Number,2014,9436.21848,9815.395852,9057.867726
Peru,Male,<20 years,All causes,Number,2014,10200.18756,11847.26115,8745.369702
Peru,Female,<20 years,All causes,Number,2014,7692.872961,8891.332872,6591.551476
Peru,Both,<20 years,All causes,Number,2014,17893.06052,20710.80553,15342.45994
Peru,Male,10 to 24,All causes,Number,2014,3250.84463,3528.322839,2967.131381
Peru,Female,10 to 24,All causes,Number,2014,1834.061778,1995.449208,1686.762177
Peru,Both,10 to 24,All causes,Number,2014,5084.906407,5406.858082,4755.755585
Peru,Male,10 to 54,All causes,Number,2014,16687.3747,18281.42567,15135.05303
Peru,Female,10 to 54,All causes,Number,2014,10434.02006,11557.35731,9450.436972
Peru,Both,10 to 54,All causes,Number,2014,27121.39476,28874.38223,25249.35087
Peru,Male,95 plus,All causes,Number,2014,2148.5936,2251.63649,2045.943552
Peru,Female,95 plus,All causes,Number,2014,2969.443768,3146.815839,2810.998739
Peru,Both,95 plus,All causes,Number,2014,5118.037368,5311.544443,4921.924518
Peru,Male,<70 years,All causes,Number,2014,38112.80808,41240.94165,35008.64241
Peru,Female,<70 years,All causes,Number,2014,27766.6461,30126.80691,25404.09079
Peru,Both,<70 years,All causes,Number,2014,65879.45418,70233.9815,61436.85836
Peru,Male,Under 5,All causes,Number,2013,8149.044677,9422.188636,6989.713894
Peru,Female,Under 5,All causes,Number,2013,6275.281835,7261.638233,5413.900109
Peru,Both,Under 5,All causes,Number,2013,14424.32651,16658.69967,12442.25446
Peru,Male,Early Neonatal,All causes,Number,2013,3207.653599,3998.203191,2546.977703
Peru,Female,Early Neonatal,All causes,Number,2013,2390.685703,2906.051616,1934.513173
Peru,Both,Early Neonatal,All causes,Number,2013,5598.339302,6853.693042,4477.868039
Peru,Male,Late Neonatal,All causes,Number,2013,552.7802974,702.278035,416.6919789
Peru,Female,Late Neonatal,All causes,Number,2013,796.8393142,1004.811808,608.5525264
Peru,Both,Late Neonatal,All causes,Number,2013,1349.619612,1628.725676,1107.740367
Peru,Male,Post Neonatal,All causes,Number,2013,2769.017972,3405.37235,2205.566464
Peru,Female,Post Neonatal,All causes,Number,2013,2118.106937,2656.416064,1629.581911
Peru,Both,Post Neonatal,All causes,Number,2013,4887.124908,6022.855583,3834.192605
Peru,Male,1 to 4,All causes,Number,2013,1619.592808,2004.658794,1284.465808
Peru,Female,1 to 4,All causes,Number,2013,969.6498814,1204.53212,771.1184869
Peru,Both,1 to 4,All causes,Number,2013,2589.242689,3208.24323,2055.474658
Peru,Male,5 to 9,All causes,Number,2013,734.3937951,812.8371182,658.2106126
Peru,Female,5 to 9,All causes,Number,2013,576.1644364,632.0135158,522.4011524
Peru,Both,5 to 9,All causes,Number,2013,1310.558232,1444.641517,1181.632717
Peru,Male,10 to 14,All causes,Number,2013,608.4861959,651.8703923,567.7278578
Peru,Female,10 to 14,All causes,Number,2013,490.7170677,524.5603477,457.0277917
Peru,Both,10 to 14,All causes,Number,2013,1099.203264,1168.324693,1034.813364
Peru,Male,15 to 19,All causes,Number,2013,1160.727363,1269.540544,1052.808306
Peru,Female,15 to 19,All causes,Number,2013,667.1003314,721.0513444,615.0504777
Peru,Both,15 to 19,All causes,Number,2013,1827.827695,1950.387075,1707.125497
Peru,Male,20 to 24,All causes,Number,2013,1640.812794,1793.121706,1492.224221
Peru,Female,20 to 24,All causes,Number,2013,768.0162865,836.2363567,701.9138651
Peru,Both,20 to 24,All causes,Number,2013,2408.82908,2574.986588,2248.495365
Peru,Male,25 to 29,All causes,Number,2013,1769.724925,1924.296771,1617.229212
Peru,Female,25 to 29,All causes,Number,2013,830.884791,910.1586675,755.1317038
Peru,Both,25 to 29,All causes,Number,2013,2600.609716,2770.493047,2433.425624
Peru,Male,30 to 34,All causes,Number,2013,1878.139862,2043.883752,1715.158294
Peru,Female,30 to 34,All causes,Number,2013,919.895546,1009.175634,835.2259839
Peru,Both,30 to 34,All causes,Number,2013,2798.035408,2981.876082,2615.906363
Peru,Male,35 to 39,All causes,Number,2013,2026.122836,2224.810157,1832.311847
Peru,Female,35 to 39,All causes,Number,2013,1188.454576,1316.313042,1065.634833
Peru,Both,35 to 39,All causes,Number,2013,3214.577412,3443.768969,2991.130099
Peru,Male,40 to 44,All causes,Number,2013,2204.237771,2428.734169,1985.901253
Peru,Female,40 to 44,All causes,Number,2013,1497.840584,1648.053555,1352.765093
Peru,Both,40 to 44,All causes,Number,2013,3702.078355,3966.692716,3444.285427
Peru,Male,45 to 49,All causes,Number,2013,2535.837671,2798.665425,2280.558527
Peru,Female,45 to 49,All causes,Number,2013,1880.567168,2056.365886,1710.173471
Peru,Both,45 to 49,All causes,Number,2013,4416.404839,4726.194522,4113.857706
Peru,Male,50 to 54,All causes,Number,2013,3162.87387,3483.313343,2850.984219
Peru,Female,50 to 54,All causes,Number,2013,2487.399739,2709.115239,2272.031395
Peru,Both,50 to 54,All causes,Number,2013,5650.27361,6030.830324,5271.949481
Peru,Male,55 to 59,All causes,Number,2013,3552.08367,3892.891365,3218.862855
Peru,Female,55 to 59,All causes,Number,2013,2908.712918,3162.353874,2662.116138
Peru,Both,55 to 59,All causes,Number,2013,6460.796588,6881.283308,6048.32086
Peru,Male,60 to 64,All causes,Number,2013,4200.695347,4573.77616,3833.61889
Peru,Female,60 to 64,All causes,Number,2013,3532.691649,3831.701892,3241.883911
Peru,Both,60 to 64,All causes,Number,2013,7733.386996,8208.820184,7278.953636
Peru,Male,65 to 69,All causes,Number,2013,5187.842528,5639.777874,4742.189047
Peru,Female,65 to 69,All causes,Number,2013,4307.460315,4679.776106,3945.558826
Peru,Both,65 to 69,All causes,Number,2013,9495.302844,10079.13254,8937.685041
Peru,Male,70 to 74,All causes,Number,2013,6258.801235,6803.21516,5721.009533
Peru,Female,70 to 74,All causes,Number,2013,5264.903389,5734.587721,4808.642836
Peru,Both,70 to 74,All causes,Number,2013,11523.70462,12235.98502,10837.01363
Peru,Male,75 to 79,All causes,Number,2013,7713.710897,8363.352068,7068.333887
Peru,Female,75 to 79,All causes,Number,2013,6514.56516,7083.102027,5961.366759
Peru,Both,75 to 79,All causes,Number,2013,14228.27606,15086.68235,13401.73301
Peru,Male,80 plus,All causes,Number,2013,21612.29484,22981.20772,20239.93773
Peru,Female,80 plus,All causes,Number,2013,23439.88989,24935.26416,21935.34524
Peru,Both,80 plus,All causes,Number,2013,45052.18474,47034.40564,43066.72191
Peru,Male,All Ages,All causes,Number,2013,74395.83028,79734.91781,68979.77198
Peru,Female,All Ages,All causes,Number,2013,63550.54569,68181.86358,59116.85938
Peru,Both,All Ages,All causes,Number,2013,137946.376,144963.2702,130484.9606
Peru,Male,5-14 years,All causes,Number,2013,1342.879991,1461.050915,1233.666286
Peru,Female,5-14 years,All causes,Number,2013,1066.881504,1150.102032,984.7020259
Peru,Both,5-14 years,All causes,Number,2013,2409.761495,2608.820016,2221.623954
Peru,Male,15-49 years,All causes,Number,2013,13215.60322,14480.68294,11982.79559
Peru,Female,15-49 years,All causes,Number,2013,7752.759282,8499.628433,7036.810673
Peru,Both,15-49 years,All causes,Number,2013,20968.3625,22399.56164,19555.62198
Peru,Male,50-69 years,All causes,Number,2013,16103.49541,17589.75874,14645.65501
Peru,Female,50-69 years,All causes,Number,2013,13236.26462,14382.94751,12121.59027
Peru,Both,50-69 years,All causes,Number,2013,29339.76004,31201.59927,27540.15253
Peru,Male,70+ years,All causes,Number,2013,35584.80698,38131.47118,33025.94609
Peru,Female,70+ years,All causes,Number,2013,35219.35844,37744.99545,32707.95966
Peru,Both,70+ years,All causes,Number,2013,70804.16542,74354.21421,67330.41737
Peru,Male,<1 year,All causes,Number,2013,6529.451869,7643.04335,5532.859228
Peru,Female,<1 year,All causes,Number,2013,5305.631954,6176.588156,4538.753242
Peru,Both,<1 year,All causes,Number,2013,11835.08382,13813.85305,10073.91089
Peru,Male,80 to 84,All causes,Number,2013,8264.509719,8871.002922,7657.44567
Peru,Female,80 to 84,All causes,Number,2013,7923.320198,8522.664725,7327.836729
Peru,Both,80 to 84,All causes,Number,2013,16187.82992,17029.77392,15365.80349
Peru,Male,85 to 89,All causes,Number,2013,7111.535758,7567.784829,6659.566092
Peru,Female,85 to 89,All causes,Number,2013,7374.382801,7850.983344,6894.720719
Peru,Both,85 to 89,All causes,Number,2013,14485.91856,15129.36355,13845.55484
Peru,Male,90 to 94,All causes,Number,2013,4113.571487,4321.651389,3902.785294
Peru,Female,90 to 94,All causes,Number,2013,5185.739384,5459.249213,4905.915128
Peru,Both,90 to 94,All causes,Number,2013,9299.310871,9634.017055,8961.393005
Peru,Male,<20 years,All causes,Number,2013,10652.65203,12063.11901,9369.452234
Peru,Female,<20 years,All causes,Number,2013,8009.263671,9087.674536,7033.13114
Peru,Both,<20 years,All causes,Number,2013,18661.9157,21126.29742,16451.1224
Peru,Male,10 to 24,All causes,Number,2013,3410.026353,3701.380706,3123.076054
Peru,Female,10 to 24,All causes,Number,2013,1925.833686,2075.804447,1779.354681
Peru,Both,10 to 24,All causes,Number,2013,5335.860039,5668.059445,5002.711537
Peru,Male,10 to 54,All causes,Number,2013,16986.96329,18595.72074,15423.35867
Peru,Female,10 to 54,All causes,Number,2013,10730.87609,11728.49498,9773.973574
Peru,Both,10 to 54,All causes,Number,2013,27717.83938,29540.06752,25874.27612
Peru,Male,95 plus,All causes,Number,2013,2122.67788,2222.53162,2020.274162
Peru,Female,95 plus,All causes,Number,2013,2956.447512,3101.890283,2805.678937
Peru,Both,95 plus,All causes,Number,2013,5079.125392,5253.62582,4904.514487
Peru,Male,<70 years,All causes,Number,2013,38811.0233,41991.50059,35885.72173
Peru,Female,<70 years,All causes,Number,2013,28331.18724,30456.19523,26200.61818
Peru,Both,<70 years,All causes,Number,2013,67142.21055,71304.18703,62999.43103
Peru,Male,Under 5,All causes,Number,2012,8219.321291,9292.58505,7150.855647
Peru,Female,Under 5,All causes,Number,2012,6280.746406,7062.381858,5542.50492
Peru,Both,Under 5,All causes,Number,2012,14500.0677,16351.55533,12735.86977
Peru,Male,Early Neonatal,All causes,Number,2012,3310.616103,4035.149568,2661.301802
Peru,Female,Early Neonatal,All causes,Number,2012,2436.962662,2945.808819,1959.953671
Peru,Both,Early Neonatal,All causes,Number,2012,5747.578765,7021.693722,4653.046647
Peru,Male,Late Neonatal,All causes,Number,2012,552.1839009,700.2619857,428.2160835
Peru,Female,Late Neonatal,All causes,Number,2012,810.3286342,1018.736932,626.2616748
Peru,Both,Late Neonatal,All causes,Number,2012,1362.512535,1650.191242,1107.961369
Peru,Male,Post Neonatal,All causes,Number,2012,2760.532823,3347.611033,2227.814277
Peru,Female,Post Neonatal,All causes,Number,2012,2093.669665,2539.382172,1675.58196
Peru,Both,Post Neonatal,All causes,Number,2012,4854.202487,5921.408315,3936.735257
Peru,Male,1 to 4,All causes,Number,2012,1595.988465,2024.135961,1238.154411
Peru,Female,1 to 4,All causes,Number,2012,939.7854442,1210.063836,721.9751827
Peru,Both,1 to 4,All causes,Number,2012,2535.77391,3229.124469,1957.517417
Peru,Male,5 to 9,All causes,Number,2012,776.3582804,847.9643355,703.2693424
Peru,Female,5 to 9,All causes,Number,2012,555.5303146,603.2848302,511.1419803
Peru,Both,5 to 9,All causes,Number,2012,1331.888595,1449.586521,1215.009222
Peru,Male,10 to 14,All causes,Number,2012,657.7139591,701.0444506,616.1099366
Peru,Female,10 to 14,All causes,Number,2012,501.9289518,533.4857826,470.7609273
Peru,Both,10 to 14,All causes,Number,2012,1159.642911,1225.673574,1094.4126
Peru,Male,15 to 19,All causes,Number,2012,1194.454219,1312.986597,1087.285987
Peru,Female,15 to 19,All causes,Number,2012,708.4588352,766.5843967,650.0655194
Peru,Both,15 to 19,All causes,Number,2012,1902.913054,2033.001829,1780.001385
Peru,Male,20 to 24,All causes,Number,2012,1674.734139,1837.877118,1521.740438
Peru,Female,20 to 24,All causes,Number,2012,804.1046355,877.0576838,731.9394633
Peru,Both,20 to 24,All causes,Number,2012,2478.838774,2656.050769,2309.640499
Peru,Male,25 to 29,All causes,Number,2012,1804.678181,1969.644354,1647.422234
Peru,Female,25 to 29,All causes,Number,2012,836.1513833,915.8569468,757.3155564
Peru,Both,25 to 29,All causes,Number,2012,2640.829565,2826.849124,2466.050995
Peru,Male,30 to 34,All causes,Number,2012,1897.113123,2071.462568,1728.687279
Peru,Female,30 to 34,All causes,Number,2012,1000.526126,1097.429818,906.5488148
Peru,Both,30 to 34,All causes,Number,2012,2897.639248,3097.798537,2712.012828
Peru,Male,35 to 39,All causes,Number,2012,2072.295333,2281.964564,1873.676535
Peru,Female,35 to 39,All causes,Number,2012,1209.623159,1339.852803,1080.401909
Peru,Both,35 to 39,All causes,Number,2012,3281.918491,3527.819598,3051.539058
Peru,Male,40 to 44,All causes,Number,2012,2293.492133,2533.901827,2066.290991
Peru,Female,40 to 44,All causes,Number,2012,1564.005535,1720.802026,1407.585746
Peru,Both,40 to 44,All causes,Number,2012,3857.497669,4143.818786,3590.891033
Peru,Male,45 to 49,All causes,Number,2012,2567.031188,2840.577947,2308.800367
Peru,Female,45 to 49,All causes,Number,2012,1913.277443,2091.633924,1734.41981
Peru,Both,45 to 49,All causes,Number,2012,4480.308632,4806.456957,4175.986535
Peru,Male,50 to 54,All causes,Number,2012,3134.708946,3461.484657,2825.760493
Peru,Female,50 to 54,All causes,Number,2012,2523.447211,2747.518714,2297.971523
Peru,Both,50 to 54,All causes,Number,2012,5658.156157,6056.179602,5287.331822
Peru,Male,55 to 59,All causes,Number,2012,3619.078424,3977.336729,3279.256547
Peru,Female,55 to 59,All causes,Number,2012,2964.428128,3221.66885,2705.132795
Peru,Both,55 to 59,All causes,Number,2012,6583.506552,7026.072004,6170.778923
Peru,Male,60 to 64,All causes,Number,2012,4250.111059,4640.603459,3878.071886
Peru,Female,60 to 64,All causes,Number,2012,3514.692749,3810.541641,3215.774739
